Link,Price,OwnershipType:,Property Type:,Bedrooms:,Bathrooms:,Half Bathrooms:,Access Type:,Amenities Nearby:,Built in:,Community Features:,Features:,Floor Space (approx):,Landscape Features:,Lot Depth:,Lot Frontage:,Zoning:,Sewer:,Parking Type:,Number_Parking_Spaces,Bathroom,Bedroom,Primary Bedroom,Recreation Room,Dining,Kitchen,Family,Living,Communication Type:,Fence Type:,Structure Type:,Utility Type:,Sun Room,Foyer,Utility,Laundry,Exercise,Pantry,Mudroom,Great Room,Pool Type:,Acres Range:,Architectural Style:,Basement:,Construction Materials:,Cooling:,Driveway Parking:,Exterior Features:,Heating:,Interior Features:,Laundry Features:,Lot Features:,Other Structures:,Parking Features:,Road Frontage Type:,Roof:,Security Features:,Utilities:,View:,Water Source:,Water Treatment:,Waterfront Features:,Irregular:,Lot Size:,2nd Bedroom,3rd Bedroom,Condo Fees:,MaintenanceFee Type:,Storage Type:,Fireplace Features:,Office,Den,Other,Workshop,Fencing:,Window Features:,Annual Tax Amount:,Drive:,Family Room:,Fronting On (NSEW):,Occupancy:,Pool:,Sewers:,Style:,Water:,Road Surface Type:,Storage,Eat-in Kitchen,Association Amenities:,Pool Features:,Dinette,Accessibility Features:,4th Bedroom,Common Elements Included:,Parking Included:,Water Included:,Approx Age:,Pets Permitted:,UFFI:,Parking/Drive:,Sitting,Games,Media Room,Surface Water:,5th Bedroom,Air Conditioning:,Survey:,Breakfast,Approx Square Footage:,Furnace,Flooring:,Loft,Docking Type:,Library,Business Type:,Acreage:,Playroom,Appliances Included:,Acreage Info:,Attachment Style:,Basement Development:,District:,Driveway:,Exterior Finish:,Foundation:,Geocode Source:,Heating Cooling:,Hot Water Tank Type:,Major Area:,Outdoor Features:,Property SubTypes:,PropertyType:,Rental Equipment:,Sewer Availability:,Showings:,Side Of Road:,SiteInfluences:,Sub District:,Tax Year:,Title:,Type Of Dwelling:,Water Availability:,Heating Fuel:,Soil Type:,Porch,Shore line:,Attic,View Type:,Area Influences:
https://www.royallepage.ca/en/property/ontario/london/127-1965-upperpoint-gate/19782321/mls40427104/,"$699,000",,,3,2+1,,,,2023,,,1685 Square Feet,,95 Feet,21.00 Feet,R4-6,Sewer (Municipal),,2,Main Level,2nd Level3.00 X 3.66,2nd Level3.45 X 4.55,,Main Level2.90 X 3.66,Main Level3.35 X 3.05,,Main Level5.46 X 3.30,,,,,,Main Level,,2nd Level,,,Main Level2.62 X 1.52,,,,Two Story,"Development Potential, Full, Unfinished","Aluminum Siding, Hardboard, Shingle Siding, Stucco",Central Air,Private Drive Single Wide,,Forced Air,,"Inside, Upper Level","Urban, Rectangular, Near Golf Course, Major Highway, Park, Place of Worship, Playground Nearby, Quiet Area, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby, Skiing, Trails",,"Attached Garage, Inside Entry",,Asphalt Shing,"Carbon Monoxide Detector, Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Available, Cell Service, Electricity Connected, Garbage/Sanitary Collection, High Speed Internet Avail, Natural Gas Connected, Recycling Pickup, Street Lights, Phone Available",,Municipal,None,,,,,,,,,,,,2nd Level,,Full,,,,,,,,,,,,,,"BBQs Permitted, Parking",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1512-twilite-blvd-e/19772268/mlsx6049424/,"$1,049,000",Freehold,Single Family,4,3,,,,,,,,,,,,,Attached garage,4,,2nd Level3.35 m x 3.74 m10.99 ft x 12.27 ft,2nd Level4.96 m x 3.71 m16.27 ft x 12.17 ft,,Main Level3.38 m x 2.90 m11.09 ft x 9.51 ft,Main Level3.83 m x 3.05 m12.57 ft x 10.01 ft,,,,,,,,,,2nd Level2.31 m x 1.65 m7.58 ft x 5.41 ft,,,,Main Level4.30 m x 7.04 m14.11 ft x 23.10 ft,,,,,,,,,,,,,,,,,,,,,,,Yes,39.49 x 108.5 FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/444-ridout-street-s/19774924/mls40426831/,"$1,880,000",,,4,4+1,,,,,,,3500 Square Feet,,315 Feet,72.15 Feet,R1-6,Sewer (Municipal),,,2nd Level,2nd Level4.27 X 4.11,2nd Level4.88 X 3.84,,,Main Level5.00 X 3.20,,2nd Level3.30 X 3.76,,,,,,Main Level5.79 X 3.20,,2nd Level2.97 X 1.91,,Main Level3.17 X 2.03,Main Level1.52 X 3.66,Main Level5.00 X 5.31,,,Two Story,"Development Potential, Walk-Up Access, Full, Unfinished, Sump Pump","Brick, Concrete, Stone","Central Air, Energy Efficient",Private Drive Triple+ Wide,,"Forced Air, Natural Gas","Air Exchanger, Auto Garage Door Remote(s), Central Vacuum Roughed-in, In-law Capability, Other","In-Suite, Sink, Upper Level","Rural, Forest Management, Near Golf Course, Highway Access, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",,Attached Garage,,Asphalt Shing,"Carbon Monoxide Detector, Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)",,,Municipal,,,,,,,,,,,Main Level3.66 X 3.89,,2nd Level1.83 X 4.57,,,,,,,,,,,,,,,,,,Main Level2.57 X 4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/119-dundas-street/19774851/mls40426593/,"$1,400,000",,,0,,,,,,,,,,142.98 Feet,18.08 Feet,h-3*DA1*D350,Sewer (Municipal),,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,,"Full, Partially Finished","Brick, Other",Central Air,None,,"Baseboard, Electric",,,"Urban, Ample Parking, Arts Centre, City Lot, High Traffic Area, Library, Park, Public Parking, Public Transit, Shopping Nearby",,,Municipal Road,,Alarm System,Electricity Connected,,Municipal-Metered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/916-queens-avenue/19771323/mls40426642/,"$1,300,000",,,4,,,,,1911,,,1675 Square Feet,,150 Feet,33.00 Feet,R3-2,Sewer (Municipal),,,,,,,,,,,,,,,,,,,,,,,,< 0.5,,"Development Potential, Separate Entrance, Full, Unfinished",Brick,"Ductless, Wall Unit(s)",Private Drive Single Wide,"Landscaped, Private Entrance, Separate Hydro Meters","Fireplace-Propane, Radiant, Steam Radiators","Air Exchanger, Built-In Appliances, Separate Heating Controls, Separate Hydro Meters",In-Suite,"Urban, Rectangular, Arts Centre, City Lot, Playground Nearby, Public Transit, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby",,"Exclusive, Asphalt",,Asphalt Shing,"Carbon Monoxide Detector, Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Available, Cell Service, Electricity Connected, Garbage/Sanitary Collection, High Speed Internet Avail, Natural Gas Connected, Recycling Pickup, Street Lights",,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/444-ridout-street-s/19774784/mls40426919/,"$949,000",,,,,,,,,,,,,315 Feet,72.15 Feet,R1-6,Sewer (Municipal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rural, Ample Parking, Business Centre, City Lot, Near Golf Course, High Traffic Area, Hospital, Public Transit, Schools",None,,,,,"High Speed Internet Avail, Natural Gas Available",,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/525-richmond-street/19774755/mls40426889/,"$159,900",,,,,,,,,,,,,,,DA-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fast Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/350-sarnia-rd/19761652/mlsx6042868/,$1,Freehold,Single Family,5+4,5,,,,,,,,,,,,,Detached garage,8,1.05 m x 2.37 m3.44 ft x 7.78 ft,3.35 m x 4.10 m10.99 ft x 13.45 ft,,,3.80 m x 3.77 m12.47 ft x 12.37 ft,5.90 m x 5.10 m19.36 ft x 16.73 ft,5.40 m x 5.00 m17.72 ft x 16.40 ft,4.80 m x 3.77 m15.75 ft x 12.37 ft,,,,"Natural Gas - Installed, Sewer - Installed, Cable - Installed, Hydro - Installed",,3.90 m x 3.33 m12.80 ft x 10.93 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,94.17 x 189 FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/lot-12-linkway-boulevard/19763328/mls40426293/,"$1,499,900",,,4,3+1,,,,,,,2893 Square Feet,,111.55 Feet,67.00 Feet,R1-4,Sewer (Municipal),,,2nd Level,2nd Level4.44 X 3.30,2nd Level4.32 X 4.42,,Main Level4.27 X 3.61,Main Level2.64 X 4.83,,Main Level7.65 X 4.83,,,,,,,,2nd Level2.06 X 3.17,,Main Level1.78 X 1.91,Main Level1.78 X 2.84,,,< 0.5,Two Story,"Full, Unfinished, Sump Pump","Concrete, Hardboard, Stone, Stucco",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas","Central Vacuum Roughed-in, Water Meter","Electric Dryer Hookup, Laundry Room, Sink, Upper Level","Urban, Pie Shaped Lot, Near Golf Course, Highway Access, Industrial Mall, Library, Park, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby, Trails",None,"Attached Garage, Garage Door Opener, Interlock","Municipal Road, Public Road",Asphalt Shing,"Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Available, Electricity Available, High Speed Internet Avail, Natural Gas Available, Phone Available",,Municipal-Metered,None,"Lake/Pond, River/Stream",,,,,,,,"Family Room, Gas",Main Level3.33 X 2.92,,2nd Level,,,,,,,,,,,,,Paved,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/3432-settlement-trail/19760997/mls40425173/,"$1,249,900",,,5,3+1,,,,2013,,,2815 Square Feet,,,57.14 Feet,"H-30, OS1, OS5, R2-1, R4-3",Sewer (Municipal),,,"Other level
                
            
        
        
            
                :Lower",2nd Level3.63 X 3.02,2nd Level4.80 X 3.61,"Other level
                
            
        
        
            
                :Lower6.45 X 5.89",,,Main Level5.36 X 5.97,,,,,,,Main Level2.36 X 5.05,,2nd Level1.96 X 2.44,,,Main Level2.79 X 2.26,,,< 0.5,Two Story,"Separate Entrance, Full, Finished, Sump Pump","Brick, Stone, Vinyl Siding","Central Air, Energy Efficient",Private Drive Double Wide,Landscaped,"Forced Air, Natural Gas","Central Vacuum, Air Exchanger, Auto Garage Door Remote(s), Built-In Appliances, Sauna, Wet Bar","Inside, Upper Level","Urban, Irregular Lot, Corner Lot, Highway Access, Landscaped, Park, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby, Skiing, Trails",Shed(s),"Attached Garage, Garage Door Opener, Concrete",Public Road,Asphalt Shing,"Carbon Monoxide Detector, Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Street Lights, Phone Connected",,Municipal-Metered,,,,,,,,,,"Electric, Gas",Main Level2.39 X 3.38,"Other level
                
            
        
        
            
                :Lower4.19 X 2.18",2nd Level,,Full,Window Coverings,,,,,,,,,,Paved,,Main Level6.12 X 6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/2886-doyle-drive/19764364/mls40426364/,"$1,199,000",,,5,4+1,,,,2020,,,2884 Square Feet,,,30.82 Feet,Single Family Detached,Other,,6,2nd Level,2nd Level3.86 X 3.63,2nd Level3.61 X 6.35,,,Main Level3.66 X 5.18,,,,,,,,,,,,,,,,< 0.5,Two Story,"Full, Finished","Brick, Concrete, Vinyl Siding",Central Air,Private Drive Double Wide,,Forced Air,,,"Urban, Pie Shaped Lot, Airport, Ample Parking, Dog Park, Near Golf Course, Highway Access, Hospital, Library, Open Spaces, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, Rec./Community Centre, Schools",,Attached Garage,,Shingle,,,,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/19-1777-highbury-ave-n/19753262/mlsx6038128/,"$999,900",Freehold,Single Family,3+2,4,,,,,,,,,,,,,Attached garage,6,,Basement LevelMeasurements not available,2nd LevelMeasurements not available,,,Main LevelMeasurements not available,Main LevelMeasurements not available,Main LevelMeasurements not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,40.26 x 100 FT,2nd LevelMeasurements not available,2nd LevelMeasurements not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main LevelMeasurements not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/20-the-ridgeway-st/19753927/mlsx6034572/,"$949,050",Freehold,Single Family,7+4,6,,,,,,,,,,,,,Detached garage,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,40 x 188.59 FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1609-noah-bend/19763282/mls40426179/,"$909,900",,,4,2+1,,,,,,,2319 Square Feet,,103.8 Feet,36.20 Feet,R1-3(8),Sewer (Municipal),,4,Main Level,2nd Level3.68 X 3.86,2nd Level4.39 X 4.22,,Main Level3.81 X 3.35,Main Level3.15 X 3.61,,,,,,,,,,,,,,Main Level3.81 X 5.79,,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas","High Speed Internet, None","Sink, Upper Level","Urban, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",,Attached Garage,Municipal Road,Asphalt Shing,,"Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Recycling Pickup, Phone Connected",,Municipal,,,,,,,,,,,,,2nd Level,,,,,,,,,,,,,,,,,,Main Level3.15 X 3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1256-emma-chase/19763379/mls40426039/,"$889,900",,,4,2+1,,,,,,,2213 Square Feet,,100.4 Feet,36.20 Feet,R1-3(8),Sewer (Municipal),,4,Main Level,2nd Level3.81 X 4.06,2nd Level4.27 X 5.18,,Main Level3.48 X 3.35,Main Level3.48 X 4.52,,,,,,,,,,,,,,Main Level4.44 X 6.86,,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas","High Speed Internet, None","Main Level, Sink","Urban, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",,Attached Garage,Municipal Road,Asphalt Shing,,"Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Recycling Pickup, Phone Connected",,Municipal,,,,,,,,,,,,,2nd Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1605-noah-bend/19763208/mls40425555/,"$879,900",,,4,2+1,,,,,,,2143 Square Feet,,103.8 Feet,36.20 Feet,R1-3(8),Sewer (Municipal),,4,Main Level,2nd Level3.81 X 3.05,2nd Level4.44 X 5.36,,,Main Level2.74 X 4.06,,,,,,,,,,,,,,Main Level4.06 X 7.01,,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas","High Speed Internet, None","Main Level, Sink","Urban, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",,Attached Garage,Municipal Road,Asphalt Shing,,"Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Recycling Pickup, Phone Connected",,Municipal,,,,,,,,,,,,,2nd Level,,,,,,,,,,,,,,,,,,Main Level3.66 X 3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1625-noah-bend/19763210/mls40425529/,"$869,900",,,4,2+1,,,,,,,1956 Square Feet,,100.6 Feet,36.20 Feet,R1-3(8),Sewer (Municipal),,4,Main Level,2nd Level2.92 X 3.84,2nd Level5.03 X 3.73,,Main Level3.43 X 3.20,Main Level3.43 X 3.81,,,,,,,,,,,,,,Main Level4.50 X 5.59,,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas","High Speed Internet, None",Main Level,"Urban, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",,Attached Garage,Municipal Road,Asphalt Shing,,"Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Recycling Pickup, Phone Connected",,Municipal,,,,,,,,,,,,,2nd Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/90-adelaide-street-s/19760589/mls40425866/,"$445,000",,,2,1+0,,,,,,,903 Square Feet,,125 Feet,40.00 Feet,R2-2,Sewer (Municipal),,,Main Level1.83 X 1.83,Main Level2.87 X 2.87,,,Main Level3.35 X 3.96,Main Level2.44 X 3.35,Basement Level3.35 X 5.18,Main Level3.35 X 3.96,,,,,,,,,,,,,,< 0.5,Bungalow,"Full, Partially Finished",Brick,None,Private Drive Single Wide,,"Forced Air, Natural Gas",High Speed Internet,In Basement,"Urban, Rectangular, Park, Place of Worship, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby, Trails",,Detached Garage,,Asphalt Shing,,"At Lot Line-Gas, At Lot Line-Hydro, At Lot Line-Municipal Water, Recycling Pickup",,Municipal-Metered,,,,,,,,,,,Basement Level2.74 X 2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/80-princeton-terrace/19750631/mls40424443/,"$1,499,000",,,2,2+1,,,,,,,2194.77 Square Feet,,133 Feet,70.00 Feet,R1-9(8),Sewer (Municipal),,,Main Level,Main Level3.45 X 4.27,Main Level4.60 X 4.37,,,Main Level3.15 X 6.10,,,,,,,,,,,,Main Level1.78 X 2.74,Main Level3.00 X 2.67,Main Level5.21 X 4.11,,< 0.5,Bungalow,"Full, Unfinished, Sump Pump","Stone, Stucco",Central Air,Private Drive Triple+ Wide,,"Forced Air, Natural Gas","Air Exchanger, Auto Garage Door Remote(s), Central Vacuum Roughed-in","Laundry Room, Main Level","Urban, Rectangular, Near Golf Course, Library, Park, Rec./Community Centre, Schools, Shopping Nearby, Skiing, Trails",,"Attached Garage, Paver Block",Municipal Road,Shingle,"Carbon Monoxide Detector, Smoke Detector, Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Available, Cell Service, Electricity Connected, Fibre Optics, Garbage/Sanitary Collection, High Speed Internet Avail, Natural Gas Connected, Recycling Pickup, Street Lights, Phone Available",,Municipal-Metered,,,,,,,,,,Gas,Main Level3.05 X 4.11,,Main Level,,,,,,,,,,,,,Paved,,,,,Main Level3.35 X 5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/738-hickoryridge-common/19750723/mls40424966/,"$1,279,000",,,5,3+1,,,,2014,,,2631 Square Feet,,127.45 Feet,59.20 Feet,R1-7,Sewer (Municipal),,4,Main Level0.00 X 0.00,2nd Level3.58 X 4.65,2nd Level5.92 X 4.22,"Other level
                
            
        
        
            
                :Lower11.76 X 5.44",Main Level3.33 X 4.47,Main Level4.55 X 3.05,,Main Level4.24 X 4.47,,,,,,,,,,,,,,< 0.5,Two Story,"Full, Finished, Sump Pump","Brick, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Landscaped, Lighting","Fireplace-Gas, Forced Air, Natural Gas","Air Exchanger, Auto Garage Door Remote(s), Central Vacuum Roughed-in",Main Level,"Urban, Rectangular, Landscaped, Open Spaces, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, School Bus Route, Schools, Shopping Nearby, Trails",Shed(s),"Attached Garage, Garage Door Opener, Paver Block",Public Road,Shingle,"Carbon Monoxide Detector, Smoke Detector, Alarm System, Smoke Detector(s)","At Lot Line-Gas, At Lot Line-Hydro, At Lot Line-Municipal Water, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Street Lights, Phone Connected, Underground Utilities",Pond,Municipal,,Lake/Pond,,,,,,,,"Family Room, Gas, Recreation Room",Main Level3.96 X 3.05,,Main Level4.55 X 3.20Note:Breakfast Room,,Full,Window Coverings,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/19-1777-highbury-avenue-n/19771905/mls40426423/,"$999,900",,,5,4+0,,,,,,,2900 Square Feet,,100 Feet,40.26 Feet,RESIDENTIAL,Sewer (Municipal),,4,2nd Level0.00 X 0.00,Basement Level0.00 X 0.00,,,,Basement Level0.00 X 0.00,2nd Level0.00 X 0.00,Main Level0.00 X 0.00,,,,,,,,Main Level0.00 X 0.00,,,,,,< 0.5,Two Story,"Full, Finished","Aluminum Siding, Brick, Stone",Central Air,Front Yard Parking,,Forced Air,,,"Urban, Highway Access, Public Transit, Rec./Community Centre, School Bus Route, Shopping Nearby",,Attached Garage,,Asphalt Shing,,,,Municipal,,,,,,,,,,,,,Main Level0.00 X 0.00Note:Breakfast Room,,,Window Coverings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1780-owen-lane/19752593/mls40418481/,"$975,582",,,4,2+1,,,,,,,2579 Square Feet,,103.4 Feet,35.20 Feet,R1-3(8),Sewer (Municipal),,4,2nd Level,2nd Level3.48 X 3.51,2nd Level4.88 X 3.81,,Main Level3.20 X 3.48,Main Level3.66 X 3.48,2nd Level4.78 X 5.33,,,,,,,,,,,,,Main Level4.11 X 5.18,,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas","High Speed Internet, None",Main Level,"Urban, Corner Lot, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",,Attached Garage,Municipal Road,Asphalt Shing,,"Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Recycling Pickup, Phone Connected",,Municipal,,,,,,,,,,,,,2nd Level,,,,,,,,,,,,,,,,,,Main Level3.81 X 3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1596-noah-bend/19752718/mls40425421/,"$899,975",,,4,2+1,,,,,,,2145 Square Feet,,106.7 Feet,35.10 Feet,R1-3(8),Sewer (Municipal),,4,Main Level,2nd Level3.56 X 3.38,2nd Level4.32 X 4.27,,Main Level3.56 X 3.78,Main Level3.20 X 3.78,,,,,,,,,,,,,,Main Level6.76 X 4.39,,< 0.5,Two Story,"Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,,"Forced Air, Natural Gas","High Speed Internet, None","Sink, Upper Level","Urban, Near Golf Course, Industrial Mall, Library, Park, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",,Attached Garage,Municipal Road,Asphalt Shing,,"Cable Connected, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Recycling Pickup, Phone Connected",,Municipal,,,,,,,,,,,,,2nd Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/417-1975-fountain-grass-drive/19779351/mls40401122/,"$699,000",,,2,2+0,,,,2024,,,1180 Square Feet,,324 Feet,432.00 Feet,R6-5 (77),Sewer (Municipal),,1,Main Level,Main Level3.28 X 2.82,Main Level3.58 X 3.20,,,Main Level2.97 X 2.29,,,,,,,,,,,,,,,,2-4.99,1 Storey/Apt,,"Brick, Cement Siding, Concrete",Central Air,Visitor Parking,"Balcony, Controlled Entry, Landscaped","Forced Air, Natural Gas","Separate Heating Controls, Separate Hydro Meters",In-Suite,"Urban, Irregular Lot, Near Golf Course, Park, Quiet Area",,"Garage Door Opener, Exclusive",,Flat,"Smoke Detector, Smoke Detector(s)",,,Municipal,,,,,,,$528,,,,,Main Level3.12 X 2.74,Main Level,,,Window Coverings,,,,,,,,,,,,,"BBQs Permitted, Elevator(s), Fitness Center, Guest Suites, Media Room, Party Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/77-blackfriars-street/19752687/mls40424660/,"$599,900",,,5,,,,,1944,,,1027 Square Feet,,87.7 Feet,41.00 Feet,R2-2,Sewer (Municipal),,,,,,,,,,,,,,,,,,,,,,,,< 0.5,,"Full, Finished","Aluminum Siding, Vinyl Siding",Central Air,Private Drive Single Wide,,"Forced Air, Natural Gas",Other,In-Suite,"Urban, Park, Place of Worship, Public Transit, Schools, Shopping Nearby",,,Municipal Road,Asphalt Shing,"Smoke Detector, Smoke Detector(s)",,,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
