,Link,Price,Bedrooms:,Bathrooms:,Floor Space (approx):,Lot Frontage:,Zoning:,Sewer:,Bathroom,Bedroom,Primary Bedroom,Kitchen,Acres Range:,Architectural Style:,Basement:,Construction Materials:,Cooling:,Driveway Parking:,Heating:,Lot Features:,Roof:,Water Source:,Number_Parking_Spaces
386,https://www.royallepage.ca/en/property/ontario/london/334-queens-avenue/20066091/mls40450285/,"$889,000",10,,3000 Square Feet,30.01 Feet,DA2,Sewer (Municipal),,,,,< 0.5,,"Full, Finished","Brick, Block, Concrete",,Outside/Surface/Open,Gas Hot Water,"Rural, Rectangular, Ample Parking, Corner Lot, Library, Public Transit, School Bus Route, Schools, Shopping Nearby",Slate,Municipal-Metered,5.0
387,https://www.royallepage.ca/en/property/ontario/london/67-3900-savoy-street/20071699/mls40444806/,"$749,900",3,2+1,1777 Square Feet,0.00 Feet,"ER, OS4, UR4",Sewer (Municipal),2nd Level1.83 X 2.13,2nd Level3.28 X 4.01,2nd Level2.95 X 4.44,Main Level5.23 X 2.90,< 0.5,3 Storey,,"Brick, Stucco",Central Air,Outside/Surface/Open,"Forced Air, Natural Gas","Urban, Dog Park, City Lot, Hospital, Library, Major Highway, Open Spaces, Park, Place of Worship, Public Parking, Public Transit, Quiet Area, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby",Other,Municipal-Metered,
388,https://www.royallepage.ca/en/property/ontario/london/167-3900-savoy-street/20071728/mls40450819/,"$729,900",3,2+1,1587 Square Feet,0.00 Feet,"ER, OS4, UR4",Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower1.83 X 1.22","Other level
                
            
        
        
            
                :Lower3.17 X 3.76","Other level
                
            
        
        
            
                :Lower4.19 X 3.40",Main Level5.23 X 3.05,< 0.5,Two Story,"Full, Finished","Brick, Stucco",Central Air,Outside/Surface/Open,"Forced Air, Natural Gas","Urban, Dog Park, City Lot, Hospital, Library, Major Highway, Open Spaces, Park, Place of Worship, Public Parking, Public Transit, Quiet Area, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby",Other,Municipal-Metered,
389,https://www.royallepage.ca/en/property/ontario/london/124-fairchild-crescent/20069822/mls40449650/,"$659,900",3,2+0,1196 Square Feet,39.00 Feet,R1-4,Sewer (Municipal),Basement Level4.60 X 3.00,Main Level3.40 X 2.69,Main Level4.52 X 3.76,Main Level4.70 X 3.40,< 0.5,Bungalow,"Full, Finished, Sump Pump",Brick,Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Irregular Lot, Highway Access, Hospital, Library, Park, Place of Worship, Public Transit, Quiet Area, Regional Mall, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal-Metered,
390,https://www.royallepage.ca/en/property/ontario/london/89-3900-savoy-street/20071733/mls40450812/,"$649,900",2,2+2,1252 Square Feet,0.00 Feet,"ER, OS4, UR4",Sewer (Municipal),Main Level1.83 X 1.22,"Other level
                
            
        
        
            
                :Lower2.82 X 3.99","Other level
                
            
        
        
            
                :Lower2.82 X 4.42",,< 0.5,Two Story,"Full, Finished","Brick, Stucco",Central Air,Outside/Surface/Open,"Forced Air, Natural Gas","Urban, Dog Park, City Lot, Hospital, Library, Major Highway, Open Spaces, Park, Place of Worship, Public Parking, Public Transit, Quiet Area, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby",Other,Municipal-Metered,
391,https://www.royallepage.ca/en/property/ontario/london/22-601-grenfell-drive/20071691/mls40450588/,"$635,000",2,3+0,1213 Square Feet,,"R5-4, D35, R6-3",Sewer (Municipal),Main Level,Main Level3.76 X 2.92,Main Level7.26 X 3.33,Main Level3.45 X 2.92,,Bungalow,"Full, Partially Finished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Park, Public Transit, Schools, Shopping Nearby, Trails",Shingle,Municipal,
392,https://www.royallepage.ca/en/property/ontario/london/1604-505-talbot-street/20069886/mls40450603/,"$600,000",1,1+0,960 Square Feet,,"DA2, B33, D2-50",Sewer (Municipal),Main Level,Main Level4.72 X 2.74,,,,1 Storey/Apt,,Cement Siding,Central Air,,Forced Air,"Urban, Corner Lot, City Lot, Library, Park, Place of Worship",Flat,Municipal,1.0
393,https://www.royallepage.ca/en/property/ontario/london/503-744-wonderland-road-s/20068210/mls40449888/,"$494,900",3,2+0,1440 Square Feet,,R9-7,Sewer (Municipal),Main Level2.41 X 1.57,Main Level3.66 X 2.77,Main Level5.84 X 3.40,,Not Applicable,1 Storey/Apt,,"Block, Concrete",Central Air,Visitor Parking,"Forced Air, Natural Gas","Urban, Highway Access, Landscaped, Library, Park, Place of Worship, Playground Nearby, Public Transit, Regional Mall, School Bus Route, Schools, Shopping Nearby",Tar/Gravel,Municipal,
394,https://www.royallepage.ca/en/property/ontario/london/100-mamelon-street/20067471/mls40448586/,"$449,000",4,2+1,1229 Square Feet,34.67 Feet,R2-2,Sewer (Municipal),Main Level,Main Level4.32 X 3.58,,Main Level3.61 X 3.48,< 0.5,Bungalow,"Full, Partially Finished","Aluminum Siding, Brick",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Landscaped, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt,Municipal-Metered,
395,https://www.royallepage.ca/en/property/ontario/london/100-mamelon-street/20067439/mls40448781/,"$449,000",3,,1229 Square Feet,34.00 Feet,R2-2,Sewer (Municipal),,,,,< 0.5,,"Full, Partially Finished",Brick,Central Air,"Outside/Surface/Open, Private Drive Single Wide","Forced Air, Natural Gas, Gas Hot Water","Urban, City Lot, High Traffic Area, Landscaped, Place of Worship, Playground Nearby, Public Parking, Public Transit, School Bus Route, Schools",Asphalt Shing,Municipal,
396,https://www.royallepage.ca/en/property/ontario/london/509-30-chapman-court/20066098/mls40448817/,"$399,900",2,2+0,1027 Square Feet,,R9-7H38,Sewer (Municipal),Main Level,Main Level2.74 X 3.78,Main Level3.23 X 4.39,Main Level2.44 X 2.44,< 0.5,1 Storey/Apt,,Brick,Central Air,Covered Parking,"Forced Air, Natural Gas","Urban, Hospital, Major Highway, Public Parking, Public Transit, School Bus Route, Schools, Shopping Nearby",Other,Municipal-Metered,
397,https://www.royallepage.ca/en/property/ontario/london/421-bradwell-chase/20067394/mls40449720/,"$1,989,000",4,3+1,3360 Square Feet,166.00 Feet,R1-9,Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower",2nd Level6.25 X 3.99,Main Level5.97 X 3.96,,< 0.5,Bungaloft,"Other, Full, Partially Finished","Brick, Stone",Central Air,Private Drive Triple+ Wide,"Forced Air, Natural Gas","Urban, Pie Shaped Lot, Near Golf Course, Hospital, Landscaped, Park, Schools, Shopping Nearby, Other",Asphalt Shing,Municipal-Metered,9.0
398,https://www.royallepage.ca/en/property/ontario/london/691-william-street/20068209/mls40450290/,"$999,000",5,4+0,2484 Square Feet,50.08 Feet,R2-2,Sewer (Municipal),Main Level,2nd Level4.80 X 3.05,,2nd Level1.93 X 3.71,< 0.5,Two Story,"Development Potential, Full, Unfinished, Sump Pump",Aluminum Siding,Central Air,Outside/Surface/Open,"Forced Air, Natural Gas","Urban, Rectangular, City Lot, Library, Park, Place of Worship, Public Parking, Public Transit, Schools",Asphalt Shing,"Municipal-Metered, Sandpoint Well",
399,https://www.royallepage.ca/en/property/ontario/london/1600-noah-bend/20048940/mlsx6639032/,"$990,000",4,3,,,,,,,,,,,,,,,,,,,4.0
400,https://www.royallepage.ca/en/property/ontario/london/6-normandy-gardens/20055655/mls40449433/,"$899,900",4,2+1,1817 Square Feet,75.00 Feet,R1-9,Sewer (Municipal),2nd Level,2nd Level3.05 X 3.40,2nd Level4.11 X 3.38,Main Level3.45 X 3.33,< 0.5,Two Story,"Full, Finished","Brick, Vinyl Siding","Central Air, Energy Efficient",Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Near Golf Course, Landscaped, Park, Playground Nearby, Schools, Shopping Nearby",Shingle,Municipal-Metered,
401,https://www.royallepage.ca/en/property/ontario/london/lot-160-hobbs-drive/20063230/mls40450072/,"$899,000",3,2+1,1838 Square Feet,34.00 Feet,R1-13,Sewer (Municipal),2nd Level,2nd Level3.68 X 4.62,,Main Level2.79 X 3.05,< 0.5,Two Story,"Separate Entrance, Full, Finished","Brick, Vinyl Siding",Central Air,,Forced Air,"Urban, Hospital, Park, Schools, Shopping Nearby",Asphalt Shing,Municipal,6.0
402,https://www.royallepage.ca/en/property/ontario/london/lot-153-heathwoods-avenue/20067431/mls40450293/,"$895,900",2,2+1,1897 Square Feet,36.18 Feet,R1-3 (23),Sewer (Municipal),2nd Level,2nd Level4.27 X 3.07,2nd Level4.70 X 3.76,Main Level3.73 X 3.43,< 0.5,Two Story,"Development Potential, Full, Unfinished, Sump Pump","Brick, Stucco","Central Air, Energy Efficient",Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Major Highway, Park, Place of Worship, Schools, Shopping Nearby",Shingle,Municipal-Metered,
403,https://www.royallepage.ca/en/property/ontario/london/lot-34-heathwoods-avenue/20067402/mls40450289/,"$873,500",3,2+1,1907 Square Feet,36.18 Feet,R1-3 (23),Sewer (Municipal),2nd Level,2nd Level3.68 X 3.99,2nd Level3.91 X 5.54,Main Level3.20 X 3.56,< 0.5,Two Story,"Development Potential, Full, Unfinished, Sump Pump","Stone, Stucco, Wood Siding","Central Air, Energy Efficient",Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Major Highway, Park, Place of Worship, Schools, Shopping Nearby",Shingle,Municipal-Metered,
404,https://www.royallepage.ca/en/property/ontario/london/2469-meadowlands-way/20055667/mls40449578/,"$849,999",5,4+0,2296 Square Feet,,R6-4; R5-2,Sewer (Municipal),Basement Level2.90 X 1.57,2nd Level4.27 X 3.02,Main Level4.19 X 4.80,Main Level5.31 X 3.96,Not Applicable,Bungalow,"Full, Finished, Sump Pump","Stone, Stucco",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Cul-De-Sac, Near Golf Course, Hospital, Landscaped, Library, Park, Public Transit, Quiet Area, School Bus Route, Schools, Shopping Nearby, Trails",Shingle,Municipal-Metered,
405,https://www.royallepage.ca/en/property/ontario/london/208-1705-fiddlehead-pl/20048141/mlsx6637832/,"$779,900",3,3,,,,,Main Level2.87 m x 4.47 m9.42 ft x 14.67 ft,,Main Level4.17 m x 6.30 m13.68 ft x 20.67 ft,Main Level2.51 m x 4.55 m8.23 ft x 14.93 ft,,,,,,,,,,,1.0
406,https://www.royallepage.ca/en/property/ontario/london/1086-shelborne-pl/20047207/mlsx6637808/,"$729,000",4+1,5,,,,,,,2nd Level5.03 m x 3.35 m16.50 ft x 10.99 ft,Main Level4.06 m x 5.66 m13.32 ft x 18.57 ft,,,,,,,,,,,4.0
407,https://www.royallepage.ca/en/property/ontario/london/35-1853-blackwater-road/20063684/mls40449412/,"$625,000",2,2+0,1410 Square Feet,0.00 Feet,R5-3,Sewer (Municipal),Main Level,Main Level3.56 X 2.74,Main Level3.96 X 3.91,Main Level4.27 X 3.48,,Bungalow,"Development Potential, Full, Unfinished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Park, Playground Nearby, Public Transit, Quiet Area, Shopping Nearby",Shingle,Municipal,
408,https://www.royallepage.ca/en/property/ontario/london/519-creston-avenue/20063608/mls40449201/,"$579,900",4,2+0,1147 Square Feet,50.33 Feet,R1-8,Sewer (Municipal),Basement Level,Basement Level3.40 X 4.85,Main Level3.68 X 3.10,Main Level3.45 X 3.53,< 0.5,Bungalow,"Full, Finished, Sump Pump","Brick, Vinyl Siding","Ductless, Energy Efficient",Private Drive Single Wide,Water Radiators,"Urban, Rectangular, Ample Parking, Near Golf Course, Hospital, Landscaped, Major Highway, Park, Place of Worship, Playground Nearby, Public Transit, Regional Mall, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,3.0
409,https://www.royallepage.ca/en/property/ontario/london/25-julia-court/20063547/mls40449638/,"$539,900",3,1+1,989.69 Square Feet,29.60 Feet,R2-4,Sewer (Municipal),2nd Level,2nd Level2.82 X 2.95,2nd Level3.45 X 4.04,Main Level2.21 X 3.89,< 0.5,Two Story,"Full, Partially Finished, Sump Pump",Vinyl Siding,Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Rectangular, Landscaped, Park, Place of Worship, Playground Nearby, Rec./Community Centre, Schools, Shopping Nearby",Shingle,Municipal,
410,https://www.royallepage.ca/en/property/ontario/london/1503-363-colborne-street/20063318/mls40449836/,"$388,000",2,2+0,1045 Square Feet,,DA-2,Sewer (Municipal),Main Level,Main Level3.66 X 3.05,Main Level4.67 X 3.05,Main Level3.35 X 2.44,Not Applicable,1 Storey/Apt,,Concrete,Central Air,Visitor Parking,"Combo Furnace, Hot Water","Urban, Business Centre, City Lot, Park, Public Transit, Schools, Shopping Nearby",Flat,Municipal,
411,https://www.royallepage.ca/en/property/ontario/london/711-zaifman-circle/20046696/mls40449022/,"$1,369,900",4,3+1,2838 Square Feet,45.00 Feet,SFR,Sanitary,2nd Level0.00 X 0.00,2nd Level4.04 X 3.12,2nd Level4.78 X 4.17,Main Level4.29 X 4.27,< 0.5,Two Story,"Full, Partially Finished","Brick Veneer, Concrete, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Pie Shaped Lot, Hospital, Landscaped, Schools, Shopping Nearby, Trails",Fiberglass,Municipal-Metered,
412,https://www.royallepage.ca/en/property/ontario/london/908-holtby-court/20045652/mls40448707/,"$1,175,000",5,3+1,2465 Square Feet,32.00 Feet,R1-3(4),Sewer (Municipal),Basement Level,2nd Level3.17 X 4.24,2nd Level4.42 X 3.94,Main Level4.22 X 3.89,< 0.5,Two Story,"Full, Finished, Sump Pump","Brick, Stone, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Pie Shaped Lot, Cul-De-Sac, Park, Place of Worship, Playground Nearby, School Bus Route, Schools, Shopping Nearby",Shingle,Municipal-Metered,6.0
413,https://www.royallepage.ca/en/property/ontario/london/1163-oakcrossing-road/20046668/mls40448786/,"$999,000",4,3+1,2479 Square Feet,39.80 Feet,R1-4,Sewer (Municipal),2nd Level,"Other level
                
            
        
        
            
                :Lower4.78 X 3.17",2nd Level3.96 X 5.51,Main Level6.27 X 4.52,< 0.5,Two Story,"Walk-Out Access, Full, Finished","Brick Front, Block",Central Air,Private Drive Triple+ Wide,"Forced Air, Natural Gas, Gas Hot Water","Urban, Library, Place of Worship, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,
414,https://www.royallepage.ca/en/property/ontario/london/2968-tokala-tr/20037204/mlsx6633490/,"$899,900",3,4,,,,,,,2nd Level5.79 m x 3.84 m19.00 ft x 12.60 ft,Main Level3.41 m x 3.05 m11.19 ft x 10.01 ft,,,,,,,,,,,4.0
415,https://www.royallepage.ca/en/property/ontario/london/120-brian-avenue-e/20053683/mls40449508/,"$790,000",3,2+1,0 Square Feet,80.00 Feet,R1-10,Sewer (Municipal),Basement Level2.51 X 3.30,2nd Level3.05 X 3.81,,Main Level3.15 X 3.96,< 0.5,Split Level,"Development Potential, Other, Full, Partially Finished","Aluminum Siding, Brick",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Landscaped, Shopping Nearby",Shingle,Municipal,
416,https://www.royallepage.ca/en/property/ontario/london/208-1705-fiddlehead-place/20046322/mls40446272/,"$779,900",3,2+1,1980 Square Feet,,"R2-1, R5-6, R8-2",Sewer (Municipal),Main Level2.87 X 4.47,Main Level3.91 X 3.48,Main Level4.17 X 6.30,Main Level2.51 X 4.55,,1 Storey/Apt,,Metal/Steel Siding,Central Air,Visitor Parking,"Forced Air, Natural Gas, Gas Hot Water, Heat Pump","Urban, Dog Park, Near Golf Course, Hospital, Schools, Shopping Nearby",Flat,Municipal,1.0
417,https://www.royallepage.ca/en/property/ontario/london/41-2650-buroak-drive/20045689/mls40448431/,"$769,900",2,2+0,1399 Square Feet,,R6-5,Sewer (Municipal),Main Level2.90 X 1.52,Main Level3.51 X 2.92,Main Level4.32 X 4.27,Main Level4.11 X 3.02,< 0.5,Bungalow,"Development Potential, Full, Unfinished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Landscaped, Park, Playground Nearby, Quiet Area, Rec./Community Centre, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
418,https://www.royallepage.ca/en/property/ontario/london/39-2650-buroak-drive/20045705/mls40448455/,"$759,900",2,2+0,1407 Square Feet,,R6-5,Sewer (Municipal),Main Level2.84 X 2.51,Main Level3.15 X 3.10,Main Level4.72 X 3.48,Main Level4.98 X 2.34,< 0.5,Bungalow,"Development Potential, Full, Unfinished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Landscaped, Park, Playground Nearby, Quiet Area, Rec./Community Centre, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
419,https://www.royallepage.ca/en/property/ontario/london/186-acorn-crescent/20046275/mls40448813/,"$759,000",3,2+0,1126 Square Feet,42.66 Feet,R1-2,Sewer (Municipal),2nd Level,2nd Level3.63 X 3.96,,Main Level3.58 X 2.95,< 0.5,Backsplit,"Full, Finished","Aluminum Siding, Brick",Central Air,Private Drive Double Wide,"Fireplace-Gas, Forced Air, Natural Gas","Urban, Pie Shaped Lot, Airport, Near Golf Course, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, Rec./Community Centre, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal,
420,https://www.royallepage.ca/en/property/ontario/london/635-fieldgate-circle/20046264/mls40448261/,"$699,999",4,2+1,1714 Square Feet,27.71 Feet,R1-13,Sewer (Municipal),Main Level1.73 X 1.63,"Other level
                
            
        
        
            
                :Lower3.28 X 2.44",2nd Level4.27 X 5.89,Main Level5.79 X 2.67,< 0.5,Two Story,"Full, Partially Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Airport, Dog Park, Near Golf Course, Greenbelt, Landscaped, Open Spaces, Park, Place of Worship, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
421,https://www.royallepage.ca/en/property/ontario/london/1599-dale-st/20042605/mlsx6636300/,"$639,000",3,1,,,,,,,,,,,,,,,,,,,3.0
422,https://www.royallepage.ca/en/property/ontario/london/40-logan-avenue/20046694/mls40448221/,"$549,900",3,1+0,850 Square Feet,37.00 Feet,R1-4,Sewer (Municipal),Main Level,Main Level3.00 X 2.74,,Main Level3.28 X 2.74,< 0.5,Bungalow,"Development Potential, Separate Entrance, Full, Partially Finished","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby",Shingle,Municipal-Metered,
423,https://www.royallepage.ca/en/property/ontario/london/608-858-commissioners-road-e/20049287/mls40449364/,"$359,999",2,1+0,860 Square Feet,,"R9-7, H40",Sewer (Municipal),Main Level,Main Level2.79 X 2.44,,Main Level2.79 X 2.44,,1 Storey/Apt,,Brick,Central Air,"Outside/Surface/Open, Visitor Parking","Forced Air, Natural Gas","Urban, Ample Parking, Highway Access, Hospital, Landscaped, Library, Major Highway, Open Spaces, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, Rec./Community Centre, Regional Mall, School Bus Route, Schools, Shopping Nearby, Trails",Tar/Gravel,Municipal-Metered,
424,https://www.royallepage.ca/en/property/ontario/london/812-45-pond-mills-road/20045702/mls40446570/,"$359,900",2,1+0,1005.23 Square Feet,0.00 Feet,R9-7,Sewer (Municipal),Main Level,Main Level3.12 X 3.10,Main Level4.22 X 2.97,Main Level2.29 X 2.77,,1 Storey/Apt,,Concrete,Wall Unit(s),Visitor Parking,"Baseboard, Electric","Urban, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",Tar/Gravel,Municipal,1.0
